429073	139429	30573.4	314500	812859
193285	335041	667654	872286	115536
208933	457386	819802	35985.3	612620
372529	642266	330712	155253	152132
69880.6	311493	262030	669111	711691
327393	814478	822840	289839	221410
118424	883495	372552	345176	383355
177618	752926	773505	434259	73587.7
204425	87119.9	776611	554050	202698
780302	387905	606165	781778	153059
607973	517258	234683	771697	720032
105935	242953	487784	335741	386501
534024	510441	199775	850290	491841
665722	477206	429854	141785	615946
84706.2	595364	174774	335973	428359
585085	51436	102754	722730	379428
191811	582412	176861	25962.8	252956
555175	341270	529980	299255	728577
725204	348475	793152	930691	407940
460060	118167	215759	101147	538538
911395	847271	829029	922678	176108
16979.8	310196	18382.5	641398	489954
674738	109264	842743	307867	903239
826571	358828	499351	711571	269367
920224	774100	789655	798515	58004.7
862324	738591	152460	595793	628850
759372	450910	127995	600576	351642
123723	21127.6	775758	15427.9	253818
354344	381200	793437	207333	752926
911177	7337.11	439693	78338.2	77404.5
17361.2	674099	628006	35803	369270
649437	296280	625689	191514	357264
872218	416283	70914.7	363631	286160
141871	178694	599741	186077	231674
890954	875131	135652	25225.1	927903
321036	350960	359189	642961	226842
465154	246403	616921	275162	333039
599599	440794	556540	187713	895586
291082	774924	283338	689559	724205
785963	546423	76803.1	778366	172154
382273	477211	159264	507058	540503
479417	496212	236369	786295	809967
802726	332319	505035	537052	164384
700537	333963	671035	547654	759839
726861	492159	687029	312062	497824
321929	300518	23691.4	500572	848903
847821	533413	513001	199902	809950
281125	254875	621491	331928	72246.6
371931	243798	10068.5	487903	161725
386509	222517	484946	211111	14791.9
54674.4	579096	746777	798546	901302
498427	47050.8	110896	897398	224393
338519	108945	806170	307206	194651
364316	451818	430349	104302	160022
912471	464654	160497	178126	97061.4
198336	602883	447961	655126	230167
484717	309662	715947	658515	459211
163461	334305	111712	849696	690278
457125	782714	279768	518281	811305
37036.3	46790.3	94228	124033	864909
270588	444272	354152	714172	185487
299478	424774	233843	417976	185364
171462	215148	908935	550185	700934
248878	100331	59352.2	33149.6	306121
783602	744271	806024	363824	226807
218215	786175	351121	796474	422040
423591	519037	143028	813945	227741
634043	690882	398636	690892	624128
339964	280365	933492	846322	629125
292429	725838	412137	881094	94857.5
73057.4	919653	48273.3	418140	125169
65563	145792	796788	48056.3	735734
905695	182365	363671	174480	309825
543466	337714	757037	276159	234351
607824	870052	390853	529848	47767.8
323904	744631	512135	448966	685101
720704	248895	686514	854448	615311
440424	348149	239659	39500.6	214944
907960	768647	94651.6	606402	761121
776214	716605	556135	734802	564852
525153	168315	882058	435901	684621
473608	787839	31154.6	191739	443523
375418	131240	342697	853156	279649
164209	410.053	757059	164251	137256
195630	335566	760585	552615	715322
741606	403965	588680	478286	75871.5
675395	523479	480487	505747	505803
768897	867796	816407	162360	174979
204899	347681	303314	387275	294395
499256	632828	658424	327343	909020
82925.7	577767	786645	875032	146364
728870	604107	12265.7	352514	715460
255330	417174	246731	327373	745593
62716.7	700635	826366	745676	792237
72163	503327	457649	809997	820059
387411	796189	780978	77381	100312
530034	801407	923849	727756	606880
277604	539206	25341	234836	68659.2
254700	753130	241604	593588	595.415
243102	843111	748856	909707	885233
265572	374481	833578	651043	360246
91345.4	273554	452051	259990	556188
61669.1	235059	530649	367445	185906
125666	767043	326865	670297	754648
223679	795729	330414	838324	716560
467840	761102	896602	717191	272502
776364	524237	523309	855363	229326
877611	423184	104522	606555	86404.1
505513	339974	200460	660238	147266
674325	679553	342617	670463	405553
19995.9	71051.5	476336	454610	564792
214380	473704	570697	370292	875898
843497	87675.1	646287	665163	50503.9
381733	241374	340027	81699.4	217766
876929	340447	44681.4	842789	819640
11742.3	7183.08	534037	291657	159702
239785	241810	173881	366016	610099
248736	738731	449390	327791	97396.8
386260	386630	264108	415315	178246
67586.9	72225	731620	560139	671941
599769	333378	124375	696114	117727
474532	567541	778239	818892	498149
289288	450120	98284.6	72860.7	167610
697711	412150	310004	887632	910436
871462	119529	727094	471175	163660
698022	824888	23192.2	171643	636123
751773	749796	834051	200730	82082.1
322729	493131	353235	760048	816936
62973.6	523186	13673.6	534226	870939
847463	230277	863815	661888	477229
147910	33994.4	165431	507560	312900
802755	278753	286854	145038	405674
424131	633145	267273	874841	475378
582635	854876	630292	110338	533664
396610	459897	331513	476710	71837.9
563857	658039	364643	628132	851277
208114	124410	668623	87656.7	359364
146683	37175.3	491028	879469	622837
826863	357786	603142	52922.1	111949
618327	10705.3	836624	630031	15893.9
173606	626697	686340	536461	573964
419286	829572	333478	513343	450851
255264	753501	474510	904581	66499.4
486353	105269	611318	200412	870134
866191	754139	632971	261550	279341
472857	738322	141612	349192	736886
138753	538452	524650	762219	597302
605930	925113	19875	769437	556707
120860	431993	554272	188629	842677
454095	344346	873124	669625	108070
261866	666967	381647	520838	716210
137239	748893	2566.39	250749	361637
740522	832374	351926	274185	690060
709051	901790	190207	696993	901747
632155	336529	550562	729626	152672
906658	796157	665738	555706	376925
71232.7	598709	249580	860179	684478
821421	304929	668792	911020	394993
489311	869080	384342	707711	417724
255310	638679	88159.7	262478	912924
507941	809735	379759	462286	326008
224650	276039	661926	895685	502689
239712	81505.1	146591	444724	163404
351297	352208	79517.3	444277	44130
899189	640894	213516	171413	748607
259357	280944	660180	185301	866952
630761	418266	311980	224395	8855.39
453336	285466	602486	675454	874461
149642	113943	438473	572642	179291
122644	903198	372129	736272	570413
397774	155905	288149	122464	186632
333523	607823	605364	642683	453699
770886	503995	526389	359791	380959
377591	545453	351936	333607	746787
723932	729325	487892	477060	902873
899804	503997	912342	191943	619657
184395	504190	549801	103105	505049
266119	694742	828235	297845	434148
260173	84664.5	711631	268611	339484
715488	437004	678358	829933	175893
144024	434043	120157	755732	912336
402197	785599	771133	726908	108060
852296	355068	616766	662838	532642
233013	685472	314189	793427	357978
285353	805597	215603	428230	392080
246575	617683	161623	71774.3	533533
769932	452563	162661	912915	42074.1
454021	194124	657169	530929	632028
914956	449462	291672	285157	12906.3
881951	859938	227049	139329	22581.9
830484	495584	893807	688239	179666
115994	16121.3	883142	715280	161508
638642	502139	516822	311438	392002
416164	869816	435754	357853	566477
2559.47	319586	563972	292544	867435
703051	222627	161678	877222	637521
231872	133844	634352	130000	743211
573154	378455	54891.3	643165	740382
192870	163295	796364	56797.2	329234
502325	38814.1	764796	439275	4836.74
724600	925930	710714	723814	589209
709083	312681	112841	814610	868293
194463	501061	202268	661056	537168
485792	556171	578189	842736	101601
785885	194583	698296	823272	53613
73798.2	743036	175049	234461	772208
802711	201057	707724	503139	620407
425570	631267	864010	190140	636103
67491.9	13476.3	625870	814978	519367
493905	607262	258288	388061	103610
289266	642626	709859	768039	657417
98144.1	295947	145225	102904	3934.5
853413	766472	214842	515966	889225
865687	690369	755866	187389	833900
497062	784005	783073	113454	757177
922082	698787	654504	922121	326337
669442	169691	193326	177836	765519
886471	693237	731073	173299	493393
888950	866632	536635	210699	174729
788812	49807.4	383613	747000	437082
841133	277404	53760.7	894371	618313
352836	773716	600099	167019	541022
368573	796.942	89141.5	91887	329926
157340	619504	37692.5	118675	66340.1
928680	578523	489695	18981.6	583144
98442.1	604803	597159	186600	781724
437391	189044	118725	291361	401277
770406	457204	117065	56332.9	246876
636641	672655	8540.29	381976	333527
506251	202757	761092	522163	201050
291454	19086.7	147237	469768	301307
189262	205425	781169	257583	212313
674021	199803	599729	399740	613231
551354	825422	373020	57396.9	460843
155180	84573.4	312783	690117	527696
218869	607888	411023	78681.9	153102
854693	341647	169832	444293	168079
62232.1	913295	822345	56320.8	815890
287465	776276	800320	662307	711083
127682	759606	395705	674796	814927
727768	814385	169680	40111	54643.1
450142	343604	24993.4	3108.32	69257.4
202065	584375	294885	623925	182415
472468	197004	844617	93258.8	330745
908556	131412	926562	210896	412424
248285	725666	523010	368505	461238
673462	577992	148561	552543	383386
655092	200326	477420	900697	344085
263764	721288	29182.1	219100	119886
172371	484665	157014	66275.5	596902
425781	714220	79132.7	706151	283419
911070	800206	330251	114859	831147
880962	418779	390071	650759	508495
468638	921943	525967	888231	861610
491976	381834	436765	93721.5	13706.3
45982.3	557618	630000	275193	594612
376603	342277	189814	926130	321421
275193	757004	925778	79571.3	844332
87628	426059	579426	891697	874440
502343	759198	311481	227565	744176
387297	877572	336341	522443	909296
109070	802349	567959	851845	531767
282452	743746	665632	766553	833781
838779	40843.8	23493	365877	573948
160722	916332	773095	50434.6	729577
390882	827391	3928.37	514496	301339
40663.8	569938	493031	624625	416952
26500.7	556566	115031	568740	873972
489341	219465	5942.09	808188	326648
401325	169685	842026	713287	279069
341428	19271.3	357165	561831	23006.9
894650	39096.9	818974	854186	375633
891689	920000	96784.1	895144	650814
309616	475850	59882.4	209828	423528
647723	600324	222281	738586	143584
350461	152928	401336	560336	248129
369873	475601	917811	318735	73782.1
461602	352049	792772	174760	727614
836978	451305	494303	279346	661037
255670	775648	633505	749074	766517
790331	379653	389711	621766	792964
512971	283734	776659	192049	144933
782249	144583	236861	875766	86184.6
303340	112385	600289	430006	340531
807821	824067	116283	317930	116815
542069	291499	455532	497861	923856
523478	151261	57720.3	571019	84002.7
197180	705199	595210	83426.7	278106
104795	889820	792000	848222	453440
71272	548610	766587	105976	923755
49241.4	334375	544430	536966	46593.8
905179	157267	320366	473371	390618
502037	236146	304027	358715	500947
451158	695413	475684	159920	258581
684844	695963	930279	784952	167409
894094	660994	678801	584581	156243
363376	775595	301415	147336	351983
907040	644124	516396	246623	88652.5
209302	374386	63064.5	218615	731950
733331	523198	20203.1	457166	887186
68487	493142	158500	637576	730444
482740	852772	367828	363155	775079
536350	288731	162482	144308	644722
352929	285483	573728	473551	647640
834271	58684.8	105615	390218	405633
110993	146112	832787	516440	551454
213328	676924	156498	560181	54644.6
344422	237994	92153.8	494914	644187
602759	700884	515502	450782	627473
164564	132430	141927	45867.1	77267.3
849833	713448	926172	517531	445381
463537	873640	615988	350550	669231
297567	22264.8	679066	498315	165427
835988	259499	344479	407299	387782
844620	216649	103126	697759	498751
935434	19844.6	163997	354647	670946
779665	349397	718722	255855	912288
102549	508553	883724	213864	566365
40174.9	731929	404415	169618	549192
79253.7	654851	447952	712341	276770
115945	295609	82445.9	160495	94592.4
777070	826395	48989.6	720326	467223
408664	128816	509167	874026	39637.8
715349	281462	776067	654688	654813
235706	771121	741155	274579	442330
457236	779867	449996	765158	32929.4
823637	319878	474970	337984	663095
247070	770968	719607	734066	360735
481671	274027	286258	546623	925005
586752	382201	659873	713055	52710
663980	78542.7	226393	185547	486603
477661	312002	488171	766086	89135.6
48840.3	452205	611436	83506	74604.4
117326	105563	282252	534444	494503
212095	909122	903363	390152	211672
774055	574422	404002	239359	358687
805903	481258	688543	540571	89102.3
294653	603367	673175	461199	756959
422687	268904	772785	145878	689413
244034	460899	7574.54	349597	748512
274112	340373	645242	132137	734169
856325	816714	481376	330054	520931
760735	680370	420292	500403	662615
700095	232900	741692	713708	37601.1
681648	711367	751802	596859	1414.21
505457	109266	450935	301864	540568
178810	663277	139734	249507	2437.34
38051	19721	263297	478514	724275
814498	831982	475962	651101	136769
116061	85351.3	136702	360896	808920
750980	602782	25808.6	284238	309886
554909	662720	540219	825801	918299
773215	148679	530681	532776	668934
248767	631602	666794	340974	538272
577891	82529.3	467700	53543.5	437498
496985	175409	451860	426446	463378
31311.6	837190	828406	467209	716625
479869	174777	618814	656623	790273
7860.68	805349	651904	285509	619011
780153	853659	754293	862832	232362
334351	927855	814921	297226	330149
629561	64231.1	933676	850622	227859
351475	432692	135735	545411	6776.18
483991	534494	448643	864287	397244
854920	903937	565726	640914	711623
722040	177386	886879	418440	875386
640345	72784.9	365384	189518	426153
878340	700627	466043	455670	576258
618898	620604	359921	526345	438740
463399	68727.3	855038	810580	438627
706608	617441	658013	30445.7	485547
156892	760190	382216	431632	281070
364671	506264	321591	599682	272577
769032	654319	201207	753280	802672
374957	434055	828581	703028	736493
288664	560977	802351	731164	165397
325350	634985	329469	651306	543334
237435	486019	278522	897575	854898
351607	114501	618747	538887	313936
113121	198616	266663	45140.2	733242
817490	363869	893325	715823	340824
663630	29087.3	522235	723229	411066
75568.6	702459	91053.4	194006	22918.7
530885	582931	93960.4	376515	116478
627226	273541	697902	350444	201435
300064	652264	473983	182494	383954
750750	846888	405466	13173.3	189106
670085	124531	124564	60528.6	466643
407559	44687.3	766290	321158	462760
434284	770679	206508	521473	182410
712926	470435	852395	865796	563898
763735	435980	170020	927431	855204
815420	655115	506258	530620	224998
839905	572146	474429	138322	737772
122844	602859	678260	40910.2	898308
287987	86295.5	28068.8	734128	655987
609728	440069	909962	824350	696416
184108	412431	828381	309039	827515
866060	916416	299277	558076	530329
696466	291078	558289	895202	364793
176674	202351	814037	170573	735872
743859	199771	555169	802417	137137
883639	444507	268943	156691	772955
771900	53723.3	343638	601153	724312
692931	392960	161175	847925	680981
708629	129322	730206	288703	487214
934548	929085	253115	742234	913796
701518	931659	682130	754847	24626.6
374475	711792	385497	382737	632667
297245	227928	241376	719696	688409
501131	750170	864841	249080	424631
717631	317574	651977	348655	817906
894682	334505	264567	292741	345471
57781.5	762480	383745	631038	30808.3
889407	312552	570193	640790	781667
53746.9	101118	680775	432561	289781
524175	179038	244153	888897	26225.6
351628	538875	490488	628524	846983
783642	111297	167683	63447.4	287093
53559.5	858360	902148	881035	230765
921538	302606	476723	243018	677478
331625	890867	419487	82955.5	277483
60373.9	144363	681490	319942	426683
614386	53184.4	906484	343216	63158.5
44230.8	74955.6	338897	414648	672010
223266	39267.4	784381	636226	28007.5
832150	429676	437088	239034	105486
645206	675108	306739	320005	31168.9
843666	39157.3	716878	688711	848034
917417	553740	799999	35070.1	306444
223626	727942	483295	427850	687144
564807	878296	401800	734016	563568
516558	520803	307989	876580	227918
289953	57100.3	291569	494897	255137
410050	336114	508028	839496	782019
928863	702832	542549	107044	671656
835053	467843	245702	707761	478195
221153	568562	98442.2	789441	902578
794073	602215	39943.7	915780	16832.2
342939	355776	137112	460112	398270
600705	333762	47626.2	112123	603014
154033	149817	510879	37516.2	798281
690859	816719	280745	825482	213195
234726	117295	626323	206445	265800
623364	547756	348046	743486	135905
838451	163522	67279.9	516689	163845
563359	422777	321611	65067.1	215338
161241	393187	808356	268925	686125
826633	339693	422395	204838	203441
53012.3	100452	594438	544054	792912
779034	926571	880993	204071	356433
210927	645521	164510	432250	686096
60545.7	677241	111789	105517	223858
227515	564984	200831	731205	914008
30678.4	146346	698525	897996	611971
576088	336433	154097	823134	104108
486069	698470	269126	889291	722072
619286	300879	79415.8	184223	774851
544051	869260	871415	514050	286509
297699	756027	141332	48929.9	491485
488059	260539	671156	539279	442466
650469	786430	86541.8	581630	784108
754833	338550	145710	383868	769496
394001	270143	635911	865469	556074
552805	333822	870950	402817	881634
759379	268463	436573	940.07	337041
85698.8	148376	688724	115328	493928
123338	877613	155430	782324	614238
657478	696418	573103	879290	839260
472401	280084	870430	827755	303389
925472	227329	523413	871447	464091
767920	891256	267484	387852	337175
73060.4	124920	692754	668002	622987
216426	712385	350057	409837	320378
296644	428331	899367	614743	548424
47880	49172.4	324727	400529	893446
443509	122171	597765	72253.9	372541
356921	493879	327402	837531	443299
533838	123748	862113	794821	419822
456458	384252	220395	604433	338974
74978.2	510009	540107	311901	547378
518225	24944.4	633596	654291	183796
390865	720289	816515	433373	393036
928091	184814	18601.7	547791	618285
497530	456891	292456	631004	131414
844497	154909	662370	851929	613745
121283	907374	432068	497417	161681
35519.9	550522	427977	135889	716958
551376	692793	474143	447784	908766
828182	819599	116171	607676	141307
521387	666397	718473	350624	89616.8
58727.6	59977.6	776646	197502	855553
806495	785181	426178	644342	630698
80303	80601.8	267800	85807.8	226366
677769	590040	755823	931120	332463
554829	112614	727834	878595	576602
675168	778011	357028	61604.1	886572
58907.4	877070	502613	36389.1	282060
296848	527849	52339.7	230497	87692.4
378452	435342	935072	793739	197544
24436.1	492092	736878	370786	118913
860506	429896	186483	665736	84080.3
60075.8	878744	840517	680948	416152
687010	183323	707717	492907	124555
129105	65789.3	5866.04	382849	203174
934680	436871	474233	111109	520342
325822	859577	396663	171533	902347
638378	794727	342834	909895	139406
811530	152347	917238	490640	178247
108741	587632	742176	122150	212094
687949	734315	706734	186218	654452
169856	600814	64868.6	470305	264043
535766	489742	38299.3	792368	789262
605794	902269	782443	230849	25311.7
594418	35268	525001	496127	188923
557495	88903.1	660755	917468	273841
99181.4	558267	351938	545849	232000
823940	463002	653713	100187	43509.5
471682	290955	515575	4929.3	334800
604528	788216	632078	459534	667844
608235	441441	492497	890165	461244
54900.9	664971	132039	128806	458297
503490	289957	444237	427396	249583
88269.5	887638	462899	546238	200838
142832	686518	386111	351921	379444
70549.7	868140	931059	33378.6	532985
790318	33937	58692.3	255777	616399
122223	745914	220607	343752	914388
674211	819564	281648	534657	856694
721974	106751	120070	492753	288932
797901	572019	642029	909509	630409
448492	712622	54091.6	873544	724318
437143	764668	337379	431415	377185
393544	373168	316827	478545	593.401
770845	916455	855279	431860	396994
606795	71206	870182	199316	373516
805272	689305	274100	664897	853154
150061	528137	728137	908977	693118
671606	712040	491117	133372	348196
346783	762326	684586	684468	222017
715237	213808	468404	188337	686133
592635	913463	167648	265670	908583
557751	578395	300268	542896	87893.6
9487.28	801688	473886	642723	632422
311835	247167	182858	365987	552343
616209	684011	95169.1	332183	821036
252652	113959	377663	519816	699289
234597	544252	833271	603675	670492
424372	742039	504376	644919	716868
268544	748820	930056	386005	25568.8
174248	649427	617529	642758	744095
603566	202359	464417	93738	810981
191804	628642	131869	101511	251014
736454	876357	288097	624779	558509
673886	88336.8	663882	307605	779044
611578	3916.58	933205	896873	893635
185229	370478	239221	740919	501795
423628	211297	166622	875072	81996.2
373563	391429	421750	433312	884169
687773	13610.1	484366	699797	341233
342353	933941	447545	810967	363767
273030	903117	863391	8434.31	642000
329344	39098.4	60736.9	138055	340794
846581	518674	197223	33069.5	188595
543947	415315	667527	117845	60118.2
914153	918387	543002	531159	24016
85259.3	750169	85040.2	91305	415273
186173	437145	321405	918480	374582
435284	501193	559700	872620	663275
597854	193990	377164	905612	627362
822534	87351.4	635078	177593	327027
631649	259380	567125	349784	617898
15215.2	737181	743402	440092	573250
201002	42997.8	7214.4	801841	650601
93127.1	196309	392836	169711	227078
743937	560823	652909	373498	152917
338761	149968	536635	638754	925709
894471	849864	263930	884304	32722.6
92104.6	266322	49716.5	342684	154933
4514.38	337203	693561	738163	374631
68039.9	760805	740607	314071	840388
288251	201951	1243.25	121911	551643
381679	449144	350070	814377	687284
302402	154349	827933	112181	388919
222633	39111	193428	69516.8	885253
786354	501509	459212	166755	438562
897761	26012.5	327643	794751	710631
833320	685964	493357	411844	229497
69177.4	582305	363966	714998	657648
339815	424027	637132	179451	407273
373565	417494	711252	541047	273893
463184	627294	649992	85681.8	614058
403302	496064	243937	48783	601983
733259	556924	918468	581013	866627
851514	122931	504280	68235.1	441774
244323	656544	854994	261501	6918.35
717476	658070	198346	595730	229993
534996	747593	463108	230005	386939
867959	463793	530873	439391	183212
179144	479978	430695	722085	737303
411756	406232	84549.6	906740	501736
642034	815586	294766	775386	842927
224395	628950	784740	907801	853932
652024	857158	579521	899073	481138
875068	149515	786486	749819	248821
741929	831222	133095	373896	724969
320576	778451	783375	538286	280695
578890	17671.4	868333	786932	907143
601929	494711	230975	515370	463399
280912	394493	703439	9712.97	637326
885213	493982	104492	47765.7	233962
776165	845941	711670	794248	352022
55571.3	682007	19993.3	761964	27132.9
482701	576142	288616	877514	622978
918033	134768	525779	577188	490959
404046	80200.9	100630	481523	295915
537237	167132	596434	257996	157631
252028	302595	653517	852484	467252
746620	799290	732326	147773	581670
412789	551518	843989	693244	437969
602790	281642	569490	250846	287041
569346	442920	819783	74763.8	235045
299589	516229	264250	621484	407804
799931	727636	612456	39773.6	18688.6
861140	620520	534725	184189	555113
128190	682504	406157	326026	587385
644683	777084	760721	479877	688672
624689	366006	828980	677484	614885
825032	783699	694530	682792	168242
278287	382743	783422	227592	856588
177715	735387	357322	354435	391589
512827	739186	438830	311640	633591
883630	462850	3682.19	603914	71924.3
467253	459249	694111	490754	243395
666223	276684	667185	120314	441862
901136	204957	361998	425603	797203
471875	664307	665764	71725.5	573554
589813	293320	504455	816985	457605
898999	97455.7	791390	673221	621112
448413	619580	477797	195607	756621
249148	723546	626026	532046	708524
61984.9	531648	892570	703225	328325
520136	755647	273092	521670	575509
25355.5	503614	524149	463022	652589
651676	815041	540252	800686	125984
662671	867276	232988	408566	12835.3
510213	547945	96164.7	432149	422417
534219	72473.7	726597	683673	574874
94362.6	1592.88	722647	385213	226490
856739	559798	589705	399586	276331
871657	417958	747817	721960	512865
704587	74059.6	924250	675432	718408
473918	286732	931493	32748.5	639506
29366.1	895693	212966	32706.9	731899
669622	94716.1	141675	254594	303555
53733.6	180725	441489	677262	753520
846126	549461	422110	180994	595957
223875	931653	178159	202990	321618
760901	184994	834492	2309.07	190078
651481	180170	740108	770414	906427
832950	60800.6	260737	652433	387929
608241	695555	157904	503929	409925
325039	203069	800916	196415	913565
557443	710438	575892	511498	413795
514991	795009	73988	889648	202888
475049	155688	244492	555604	893054
404970	120513	866041	758069	490600
189029	694932	339630	372099	117683
360031	663072	404527	281957	69958
200798	611771	475889	175214	854187
339870	840185	858244	657738	615985
274071	745103	431737	788014	568302
858114	405027	298213	217480	649077
259281	39834	718896	900751	705134
523466	547959	661361	602344	530307
184199	792475	75344.7	119347	724819
506745	332251	433084	927229	888668
485709	411614	164706	633829	820544
832266	418789	32245.4	245043	171737
104254	270208	71564.2	297767	25139.7
708951	250916	554281	470116	931758
297434	833893	765981	819951	233378
681811	325756	272930	413401	908152
103694	619773	333591	813122	45378.1
859167	454845	520633	915743	326487
753232	230604	563790	133414	652727
465204	920042	242754	694185	9182.03
358734	294418	187032	892191	68400
396514	825132	900895	148531	793645
73669.3	857508	895592	787181	594585
717207	773172	654393	654919	843874
573624	171860	195329	655216	924276
310093	666859	119870	929168	35114
739930	834129	229161	726297	120811
887110	828414	529508	143117	190976
915428	446844	675869	640357	572928
391027	628242	596249	455657	124611
125916	384563	423330	636293	666720
252710	140332	146379	642651	86265.8
664296	727275	346617	566333	98575.6
399773	479599	402818	889691	781839
131962	591534	331583	259352	106390
529113	219952	673215	279361	745472
1177.71	850167	73359.1	745581	414937
256026	535032	567724	707515	781519
783658	891483	454076	356167	383002
779508	754718	329434	230093	762724
472070	662265	500495	827781	843750
512932	318198	809796	669658	176469
379836	877987	528639	190585	84461.7
227274	23343.4	858061	751858	357440
292953	283037	412568	787468	781403
455270	578016	477484	31728.7	415617
3156.72	349922	612933	882169	594307
573442	106838	322280	557798	683117
423920	522836	873348	317622	479070
120944	790650	559808	38933.5	543329
519837	446544	920158	857370	86752.7
296906	907697	64630	827039	395910
95995.3	546594	135449	866395	263077
208849	735920	344057	713445	373377
337033	27552.5	405937	480283	752116
28372.4	361587	716410	129117	160921
730151	491366	801060	841701	644236
53033.1	770573	8337.49	130714	29076.5
4984.16	834020	73922.7	352769	451533
12160.1	670052	796120	64944.7	350830
143102	373265	496200	249369	57307.2
31234.3	434591	279933	731644	731627
249784	209996	520633	89842.2	480397
351589	872319	410880	717488	46544.9
834615	111656	587247	405889	298946
772050	816355	448800	642484	68523.8
104719	234614	601783	131092	673342
82087.1	872402	642882	871084	896041
819824	874337	224842	474993	673375
192443	635107	330536	829435	748984
891137	656436	167012	473378	805774
145718	785682	545560	388170	541411
112634	455942	90918	682201	710683
230721	391542	746153	910092	795088
246517	909169	796938	818013	486023
821173	602195	419771	686070	539523
800220	365508	393264	303029	132437
17690.7	218959	616741	902579	851028
882804	571892	290415	772767	240432
482666	155335	685999	291271	413650
227915	119213	183960	744582	185051
537812	239909	150535	784412	490200
764048	643255	584254	798643	827121
695598	655268	911227	785453	470846
598602	293150	242225	900612	891161
239793	442373	310859	654603	369934
410448	380911	489061	646757	545861
151958	360026	573607	909731	322557
189538	387336	729362	260360	736291
523298	927056	908834	877868	785473
782109	546937	109842	524744	488272
570213	824057	397135	853715	589570
63638.3	686733	433876	532374	290068
726026	192636	43554.2	522438	688692
80337.6	875346	915620	281974	578969
30322.6	412902	270261	651480	55187.2
794707	891637	64846	225059	198359
449002	107599	646484	362222	366045
533873	227127	236501	857993	705714
840000	310705	732179	428756	482079
434356	47806	373883	819603	124575
57015	325709	308103	341314	552918
637948	528261	595086	837125	925890
352280	56185.8	484642	657417	771032
634719	367462	497291	742010	382005
810227	429867	715700	524985	433462
449137	371475	891654	319538	254789
595671	789735	355178	442776	341151
612378	139650	579713	259234	291346
880163	734657	286073	530426	755654
872575	673905	195852	284974	166816
4553.41	560379	148913	755048	537786
703554	98255.9	794964	588975	226398
367973	809442	773012	936320	861693
580684	216503	325016	843041	526165
692168	722812	416274	693287	60574.2
919674	594227	539062	769894	636686
150907	446542	419639	150628	611593
907463	431870	579447	379616	885576
93537.4	593664	365112	387827	184425
517034	25813.9	262803	783501	230733
817758	181793	418187	532046	835884
28871.8	859817	847238	613072	311555
775488	485014	691455	538939	434459
29905	399474	281586	425321	477876
675139	716314	482148	553123	591859
14175.9	280996	613786	545655	21106
501420	200812	213844	892767	47965.6
171621	515628	772422	368533	590882
293595	232245	727229	419109	393617
463522	500477	524338	79462.4	267150
861101	787237	574291	769426	668439
174672	725782	782477	399079	782015
297028	374706	908731	397777	152335
924585	354832	552155	253427	50986.7
279296	136633	748644	179934	338937
730399	158079	657301	60174.5	175732
885072	614180	355120	235889	452502
757975	648571	630069	43365.1	696157
350444	694391	228156	650403	235184
144985	433587	360015	356235	922687
731942	68677.1	125643	602242	665281
357645	41032.2	534358	302251	97641.2
731652	196497	904723	34933.4	108461
51472.6	270114	917055	352002	300146
